,id,name,powerstats,biography,appearance,work,connections,image
572,573,Sasquatch,"{""intelligence"": ""75"", ""strength"": ""80"", ""speed"": ""23"", ""durability"": ""56"", ""power"": ""15"", ""combat"": ""42""}","{""full-name"": ""Walter Langkowski"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Box"", ""Wanda Langkowski""], ""place-of-birth"": ""Edmonton, Alberta, Canada"", ""first-appearance"": ""-"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""10'"", ""305 cm""], ""weight"": [""2000 lb"", ""900 kg""], ""eye-color"": ""Red"", ""hair-color"": ""Orange""}","{""occupation"": ""Adventurer, bio-physicist, government operative; former college lecturer, professional football player"", ""base"": ""-""}","{""group-affiliation"": ""Omega Flight; formerly Alpha Flight, Beta Flight, Gamma Flight, Howling Commandos"", ""relatives"": ""Veronica Langkowsi (ex-wife), unidentified son, Lillian von Loont (Gilded Lily, great-aunt, deceased)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/863.jpg""}"
573,574,Sauron,"{""intelligence"": ""88"", ""strength"": ""85"", ""speed"": ""33"", ""durability"": ""100"", ""power"": ""100"", ""combat"": ""70""}","{""full-name"": ""Sauron"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Annatar"", ""Gorthaur the Cruel"", ""Sauron the Dark"", ""The Necromancer"", ""Dark Lord of Mordor"", ""Lord of the Rings"", ""The Great Eye""], ""place-of-birth"": ""-"", ""first-appearance"": ""-"", ""publisher"": ""J. R. R. Tolkien"", ""alignment"": ""bad""}","{""gender"": ""Male"", ""race"": ""Maiar"", ""height"": [""9'2"", ""279 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""-"", ""hair-color"": ""-""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/10849.jpg""}"
574,575,Savage Dragon,"{""intelligence"": ""63"", ""strength"": ""70"", ""speed"": ""54"", ""durability"": ""85"", ""power"": ""66"", ""combat"": ""72""}","{""full-name"": ""Kurr"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""-"", ""first-appearance"": ""-"", ""publisher"": ""Image Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""-"", ""hair-color"": ""-""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""Liberty League, Chicago Police Department, Special Operations Strikeforce (S.O.S.)"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1117.jpg""}"
575,576,Scarecrow,"{""intelligence"": ""81"", ""strength"": ""10"", ""speed"": ""12"", ""durability"": ""14"", ""power"": ""48"", ""combat"": ""50""}","{""full-name"": ""Jonathan Crane"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""-"", ""first-appearance"": ""WORLD'S FINEST COMICS #3 (Fall, 1941)"", ""publisher"": ""DC Comics"", ""alignment"": ""bad""}","{""gender"": ""Male"", ""race"": ""Human"", ""height"": [""6'0"", ""183 cm""], ""weight"": [""140 lb"", ""63 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Brown""}","{""occupation"": ""Special Professional Criminal"", ""base"": ""Gotham City""}","{""group-affiliation"": ""Injustice Gang"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/819.jpg""}"
576,577,Scarlet Spider,"{""intelligence"": ""75"", ""strength"": ""53"", ""speed"": ""60"", ""durability"": ""74"", ""power"": ""46"", ""combat"": ""56""}","{""full-name"": ""Benjamin Reilly"", ""alter-egos"": ""Spider-Carnage"", ""aliases"": [""Spider-Clone"", ""Spider-Man""], ""place-of-birth"": ""Place of birth unknown"", ""first-appearance"": ""Amazing Spider-Man # 149 (as Spider-Clone); Web of Spider-Man # 117 (as Ben Reilly)"", ""publisher"": ""Spider-Carnage"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Human"", ""height"": [""5'10'"", ""178 cm""], ""weight"": [""165 lb"", ""74 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Blond""}","{""occupation"": ""Crime-fighter"", ""base"": ""-""}","{""group-affiliation"": ""None; formerly New Warriors"", ""relatives"": ""Peter Parker (clone of), May Parker (Aunt), Ben Parker (Uncle)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/174.jpg""}"
577,578,Scarlet Spider II,"{""intelligence"": ""88"", ""strength"": ""55"", ""speed"": ""60"", ""durability"": ""40"", ""power"": ""37"", ""combat"": ""56""}","{""full-name"": ""Kaine Parker"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Tarantula"", ""Kaine"", ""Ara\ufffda Escarlata""], ""place-of-birth"": ""-"", ""first-appearance"": ""Web of Spider-Man #119 (December, 1994)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Clone"", ""height"": [""6'4"", ""193 cm""], ""weight"": [""250 lb"", ""113 kg""], ""eye-color"": ""Brown"", ""hair-color"": ""Brown""}","{""occupation"": ""Fugitive"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""Miles Warren (creator), Peter Parker (Spider-Man, genetic template), Ben Reilly (Scarlet Spider, fellow clone, deceased), Spidercide (fellow clone, allegedly deceased), Guardian (fellow clone, deceased), Jack (fellow clone, deceased)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1536.jpg""}"
578,579,Scarlet Witch,"{""intelligence"": ""100"", ""strength"": ""10"", ""speed"": ""29"", ""durability"": ""70"", ""power"": ""100"", ""combat"": ""80""}","{""full-name"": ""Wanda Maximoff"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Wanda Frank"", ""Wanda Magnus"", ""Ana Maximoff"", ""Gypsy Witch"", ""The Witch""], ""place-of-birth"": ""Wundagore Mountain, Transia"", ""first-appearance"": ""Uncanny X-Men #4 (March, 1964)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""bad""}","{""gender"": ""Female"", ""race"": ""Mutant"", ""height"": [""5'7"", ""170 cm""], ""weight"": [""132 lb"", ""59 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Brown""}","{""occupation"": ""Adventurer; formerly witchcraft tutor, housewife, terrorist"", ""base"": ""Mobile; formerly The Works; Avengers Compound, California; Avengers Mansion, New York""}","{""group-affiliation"": ""None, Formerly Avengers, Avengers West Coast, Force Works, Queen's Vengeance, Secret Defenders, Lady Liberators, Brotherhood of Evil Mutants"", ""relatives"": ""Pietro (Quicksilver, twin brother), Magnus (Magneto, father), Magda Lehnsherr (mother, deceased), Anya (half-sister, deceased), Lorna Dane (Polaris, half-sister), Vision (estranged husband), Django Maximoff (foster father, deceased), Marya Maximoff (foster mother, deceased), Crystal (sister-in-law), Luna (niece), Tommy & Billy (reincarnated sons), Talia Wagner (Nocturne, alternate reality daughter)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/444.jpg""}"
579,580,Scorpia,"{""intelligence"": ""38"", ""strength"": ""28"", ""speed"": ""42"", ""durability"": ""28"", ""power"": ""34"", ""combat"": ""28""}","{""full-name"": ""Elaine Coll"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""-"", ""first-appearance"": ""Spider-Man: Power of Terror limited series #2 (1995)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""bad""}","{""gender"": ""Female"", ""race"": ""null"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""Green"", ""hair-color"": ""Red""}","{""occupation"": ""Professional criminal"", ""base"": ""-""}","{""group-affiliation"": ""Hells Kitchen Mob; formerly Sinister Seven, allied with Silvermane"", ""relatives"": ""Vincent Coll (grandfather, deceased)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1123.jpg""}"
580,581,Scorpion,"{""intelligence"": ""50"", ""strength"": ""52"", ""speed"": ""60"", ""durability"": ""85"", ""power"": ""49"", ""combat"": ""80""}","{""full-name"": ""MacDonald Gargan"", ""alter-egos"": ""Venom III"", ""aliases"": [""Venom"", ""Spider-Man""], ""place-of-birth"": ""-"", ""first-appearance"": ""Amazing Spider-Man #19 (1964)"", ""publisher"": ""Venom III"", ""alignment"": ""bad""}","{""gender"": ""Male"", ""race"": ""Human"", ""height"": [""6'11"", ""211 cm""], ""weight"": [""689 lb"", ""310 kg""], ""eye-color"": ""Brown"", ""hair-color"": ""Brown""}","{""occupation"": ""U.S. government agent; former professional criminal, assassin, private detective"", ""base"": ""-""}","{""group-affiliation"": ""Avengers (Osborn's team); formerly Thunderbolts, Masters of Evil, \""Spider-Man Revenge League\""; Sinister Twelve; formerly partners with Mister Hyde and Delilah"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1041.jpg""}"
581,582,Sebastian Shaw,"{""intelligence"": ""63"", ""strength"": ""85"", ""speed"": ""12"", ""durability"": ""95"", ""power"": ""36"", ""combat"": ""56""}","{""full-name"": ""Sebastian Hiram Shaw"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""-"", ""first-appearance"": ""-"", ""publisher"": ""Marvel Comics"", ""alignment"": ""bad""}","{""gender"": ""Male"", ""race"": ""Mutant"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""-"", ""hair-color"": ""-""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1482.jpg""}"
582,583,Sentry,"{""intelligence"": ""75"", ""strength"": ""100"", ""speed"": ""100"", ""durability"": ""84"", ""power"": ""100"", ""combat"": ""40""}","{""full-name"": ""Robert Reynolds"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Void"", ""Bob"", ""Golden Guardian of Good"", ""John Victor Williams"", ""Scout""], ""place-of-birth"": ""-"", ""first-appearance"": ""Sentry #1 (September, 2000)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""neutral""}","{""gender"": ""Male"", ""race"": ""Mutant"", ""height"": [""6'2"", ""188 cm""], ""weight"": [""194 lb"", ""87 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Blond""}","{""occupation"": ""-"", ""base"": ""The Watchtower (on top of Stark Tower, where it was formerly located before all memory of him disappeared)""}","{""group-affiliation"": ""Formerly Horsemen of Death, Osborn's Avengers, Mighty Avengers, New Avengers, partner of Scout"", ""relatives"": ""Lindy Reynolds (wife, deceased), Mrs. Reynolds (mother)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/447.jpg""}"
583,584,Shadow King,"{""intelligence"": ""75"", ""strength"": ""12"", ""speed"": ""27"", ""durability"": ""100"", ""power"": ""100"", ""combat"": ""75""}","{""full-name"": ""Amahl Farouk"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Professor X"", ""Ananasi"", ""Amahl Farouk"", ""Evil One"", ""Master of the Games; he also impersonated the following mind-controlled subjects (in chronological order): Alexander Flynn"", ""Karma"", ""Cypher"", ""Jacob Reisz"", ""Donald Pierce and probably others""], ""place-of-birth"": ""-"", ""first-appearance"": ""X-Men #117 (1979)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""-"", ""race"": ""null"", ""height"": [""6'1"", ""185 cm""], ""weight"": [""330 lb"", ""149 kg""], ""eye-color"": ""Red"", ""hair-color"": ""-""}","{""occupation"": ""-"", ""base"": ""The Astral Plane; Formerly Cairo, Egypt.""}","{""group-affiliation"": ""Shadow Mob; former head of the Gladiators and the Cairo\ufffds Thieves Quarter"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/121.jpg""}"
584,585,Shadow Lass,"{""intelligence"": ""63"", ""strength"": ""10"", ""speed"": ""67"", ""durability"": ""20"", ""power"": ""79"", ""combat"": ""80""}","{""full-name"": ""Tasmia Mallor"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""Talok VIII"", ""first-appearance"": ""Adventure Comics #365"", ""publisher"": ""DC Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""Talokite"", ""height"": [""5'8"", ""173 cm""], ""weight"": [""120 lb"", ""54 kg""], ""eye-color"": ""Black"", ""hair-color"": ""Black""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1195.jpg""}"
585,586,Shadowcat,"{""intelligence"": ""88"", ""strength"": ""8"", ""speed"": ""21"", ""durability"": ""25"", ""power"": ""69"", ""combat"": ""70""}","{""full-name"": ""Kitty Pryde"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Kitty Pryde"", ""Ariel"", ""Sprite"", ""Cat""], ""place-of-birth"": ""Deerfield, Illinois"", ""first-appearance"": ""X-Men #129 (January, 1980)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""Mutant"", ""height"": [""5'6"", ""168 cm""], ""weight"": [""110 lb"", ""50 kg""], ""eye-color"": ""Hazel"", ""hair-color"": ""Brown""}","{""occupation"": ""Teacher, Adventurer, former student"", ""base"": ""Xavier Insitute for Higher Learning, Salem Center, New York, formerly Muir Island off the coast of Scotland, formerly Excalibur's Lighthouse, formerly Braddock Manor, England""}","{""group-affiliation"": ""X-Men (New Charles Xavier School member), X-Men (Past) (tutor); formerly X-Men, Murder Circus (brainwashed), Lights (liaison), Paladins Squad, S.H.I.E.L.D., Gladiators, Excalibur (founding member), New Mutants, Knights of Wundagore"", ""relatives"": ""Kate (maternal great-grandmother), Samuel Prydeman (paternal grandfather, deceased), Chava Rosanoff (paternal great-aunt, deceased), Mr. Rosanoff (paternal great-uncle, apparently deceased), Nina (aunt), Carmen Pryde (father, deceased), Theresa Pryde (mother), Kenny (cousin)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/122.jpg""}"
586,587,Shang-Chi,"{""intelligence"": ""63"", ""strength"": ""12"", ""speed"": ""30"", ""durability"": ""50"", ""power"": ""29"", ""combat"": ""100""}","{""full-name"": ""Shang-Chi"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""The Master of Kung Fu; The Rising and Advancing of the Spirit; Chinaman (by Jack Tarr)""], ""place-of-birth"": ""-"", ""first-appearance"": ""Special Marvel Edition #15 (December, 1973)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Human"", ""height"": [""5'10"", ""178 cm""], ""weight"": [""175 lb"", ""79 kg""], ""eye-color"": ""Brown"", ""hair-color"": ""Black""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""MI-5, MI-6, \""Marvel Knights\"", Heroes For Hire, Freelance Restorations, Si-Fan, Secret Avengers"", ""relatives"": ""Fu Manchu, father; unnamed mother; Fah Lo Suee, (half-sister); Whispering Shadow (half-brother, deceased)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/454.jpg""}"
587,588,Shatterstar,"{""intelligence"": ""63"", ""strength"": ""48"", ""speed"": ""45"", ""durability"": ""64"", ""power"": ""49"", ""combat"": ""84""}","{""full-name"": ""Gaveedra Seven"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Benjamin Russell""], ""place-of-birth"": ""Mojoworld"", ""first-appearance"": ""New Mutants #99"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""6'3"", ""191 cm""], ""weight"": [""195 lb"", ""88 kg""], ""eye-color"": ""Brown"", ""hair-color"": ""Red""}","{""occupation"": ""Warrior"", ""base"": ""-""}","{""group-affiliation"": ""X-Force, Blood Cadre Alliance (former member)"", ""relatives"": ""Longshot (father), Dazzler (mother), Mojo V""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/124.jpg""}"
588,589,She-Hulk,"{""intelligence"": ""81"", ""strength"": ""100"", ""speed"": ""42"", ""durability"": ""100"", ""power"": ""40"", ""combat"": ""70""}","{""full-name"": ""Jennifer Walters"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Jade Giantess""], ""place-of-birth"": ""Los Angeles, California"", ""first-appearance"": ""She-Hulk (Vol. 1) #1"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""Human"", ""height"": [""6'7"", ""201 cm""], ""weight"": [""700 lb"", ""315 kg""], ""eye-color"": ""Green"", ""hair-color"": ""Green""}","{""occupation"": ""Lawyer, Magistra of the Living Tribunal"", ""base"": ""Law offices of Goodman, Lieber, Kurtzberg, & Holliway; formerly Avengers Mansion; Baxter Building, Four Freedoms Plaza""}","{""group-affiliation"": ""Goodman, Lieber, Kurtzberg, & Holliway; formerly Avengers, Fantastic Four, Heroes for Hire"", ""relatives"": ""Bruce Banner (Hulk, cousin)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/125.jpg""}"
589,590,She-Thing,"{""intelligence"": ""69"", ""strength"": ""72"", ""speed"": ""21"", ""durability"": ""80"", ""power"": ""23"", ""combat"": ""65""}","{""full-name"": ""Sharon Ventura"", ""alter-egos"": ""Ms Marvel II"", ""aliases"": [""Thing"", ""Ms Marvel""], ""place-of-birth"": ""-"", ""first-appearance"": ""Thing #27"", ""publisher"": ""Ms Marvel II"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""Human / Radiation"", ""height"": [""6'0"", ""183 cm""], ""weight"": [""340 lb"", ""153 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""No Hair""}","{""occupation"": ""Prisoner, former adventurer, wrestler, stuntwoman, scuba diver, motorcycle performer"", ""base"": ""-""}","{""group-affiliation"": ""Frightful Four; formerly Fantastic Four, Unlimited Class Wrestling Federation, Thunderiders"", ""relatives"": ""Jack Ventura (father, deceased), Mrs. Ventura (mother, deceased)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/461.jpg""}"
590,591,Shocker,"{""intelligence"": ""63"", ""strength"": ""10"", ""speed"": ""23"", ""durability"": ""70"", ""power"": ""79"", ""combat"": ""56""}","{""full-name"": ""Herman Schultz"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""-"", ""first-appearance"": ""Amazing Spider-Man #46"", ""publisher"": ""Marvel Comics"", ""alignment"": ""bad""}","{""gender"": ""Male"", ""race"": ""Human"", ""height"": [""5'9"", ""175 cm""], ""weight"": [""175 lb"", ""79 kg""], ""eye-color"": ""Brown"", ""hair-color"": ""Brown""}","{""occupation"": ""Professional thief, hired assassin"", ""base"": ""New York City, New York""}","{""group-affiliation"": ""Formerly Masters of Evil, Sinister Syndicate, Sinister Seven, Sinister Twelve"", ""relatives"": ""Mr. & Mrs. Schultz (parents)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/19.jpg""}"
591,592,Shriek,"{""intelligence"": ""50"", ""strength"": ""10"", ""speed"": ""23"", ""durability"": ""28"", ""power"": ""45"", ""combat"": ""42""}","{""full-name"": ""Frances Louise Barrison"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Sandra Deel""], ""place-of-birth"": ""-"", ""first-appearance"": ""-"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""null"", ""height"": [""5'8"", ""173 cm""], ""weight"": [""115 lb"", ""52 kg""], ""eye-color"": ""Yellow / Blue"", ""hair-color"": ""Black""}","{""occupation"": ""Former partner of Carnage, Carrion (Malcolm McBride), Demogoblin and Doppelganger). Before she became Shriek, she was a rock band groupie and drug dealer."", ""base"": ""-""}","{""group-affiliation"": ""Formerly Carnage Family"", ""relatives"": ""Carnage (adopted husband), Carrion (Malcolm McBride) and Demogoblin (adopted sons), Doppelganger (adopted pet)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1319.jpg""}"
592,593,Shrinking Violet,"{""intelligence"": ""null"", ""strength"": ""null"", ""speed"": ""null"", ""durability"": ""null"", ""power"": ""null"", ""combat"": ""null""}","{""full-name"": """", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""-"", ""first-appearance"": ""-"", ""publisher"": ""DC Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""null"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""-"", ""hair-color"": ""-""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1188.jpg""}"
593,594,Sif,"{""intelligence"": ""63"", ""strength"": ""90"", ""speed"": ""67"", ""durability"": ""80"", ""power"": ""100"", ""combat"": ""70""}","{""full-name"": ""Sif"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Lady Sif"", ""Erika Velez"", ""Mrs. Chambers"", ""Sybil""], ""place-of-birth"": ""-"", ""first-appearance"": ""Journey into Mystery #102 (March, 1964)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""Asgardian"", ""height"": [""6'2"", ""188 cm""], ""weight"": [""425 lb"", ""191 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Black""}","{""occupation"": ""-"", ""base"": ""Broxton/Asgard; Formerly New York City""}","{""group-affiliation"": ""The Gods of Asgard"", ""relatives"": ""Heimdall (brother)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1533.jpg""}"
594,595,Silk,"{""intelligence"": ""75"", ""strength"": ""48"", ""speed"": ""71"", ""durability"": ""70"", ""power"": ""71"", ""combat"": ""65""}","{""full-name"": ""Cindy Moon"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""-"", ""first-appearance"": ""Amazing Spider-Man Vol 3 #4"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""Human"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""Brown"", ""hair-color"": ""Black""}","{""occupation"": ""Vigilante, intern at Fact Channel News, adventurer; former student"", ""base"": ""Sims Tower, Times Square, Manhattan, New York City, New York; formerly Sims Tower, Times Square, Manhattan, New York City, New York, Earth-3145; Central Park, Manhattan, New York City, New York, Earth-13""}","{""group-affiliation"": ""Black Cat's Gang, Fact Channel News; formerly Spider-Army, partner of Spider-Man, Ezekiel Sims"", ""relatives"": ""Albert Moon. Sr. (father, estranged), unnamed mother (estranged), Albert Moon, Jr. (brother, estranged), Spider-Man (Peter Parker, bit by same spider)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/10495.jpg""}"
595,596,Silk Spectre,"{""intelligence"": ""null"", ""strength"": ""null"", ""speed"": ""null"", ""durability"": ""null"", ""power"": ""null"", ""combat"": ""null""}","{""full-name"": ""Sally Juspeczyk"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Sally Jupiter""], ""place-of-birth"": ""-"", ""first-appearance"": ""-"", ""publisher"": ""DC Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""null"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""-"", ""hair-color"": ""-""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""Watchmen, Minutemen"", ""relatives"": ""Silk Spectre II (daughter)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1057.jpg""}"
596,597,Silk Spectre II,"{""intelligence"": ""null"", ""strength"": ""51"", ""speed"": ""null"", ""durability"": ""null"", ""power"": ""null"", ""combat"": ""null""}","{""full-name"": ""Laurie Juspeczyk"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""-"", ""first-appearance"": ""-"", ""publisher"": ""DC Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""null"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""-"", ""hair-color"": ""-""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""Watchmen"", ""relatives"": ""Silk Spectre I (mother)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1058.jpg""}"
597,598,Silver Surfer,"{""intelligence"": ""56"", ""strength"": ""100"", ""speed"": ""100"", ""durability"": ""90"", ""power"": ""100"", ""combat"": ""32""}","{""full-name"": ""Norrin Radd"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""Zenn-La"", ""first-appearance"": ""Fantastic Four, Vol. 1 #48"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Alien"", ""height"": [""6'4"", ""193 cm""], ""weight"": [""225 lb"", ""101 kg""], ""eye-color"": ""White"", ""hair-color"": ""No Hair""}","{""occupation"": ""Adventurer, formerly Galactus' Herald"", ""base"": ""mobile throughout the universe""}","{""group-affiliation"": ""Former member of Defenders, former member of the Star Masters"", ""relatives"": ""Jartran Radd (father, deceased), Elmar Radd (mother, deceased)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/127.jpg""}"
598,599,Silverclaw,"{""intelligence"": ""50"", ""strength"": ""28"", ""speed"": ""35"", ""durability"": ""42"", ""power"": ""34"", ""combat"": ""42""}","{""full-name"": ""Maria de Guadalupe Santiago"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""La Garra Argentado"", ""Daughter of the Volcano God,""], ""place-of-birth"": ""The village of Kamekeri, Costa Verde"", ""first-appearance"": ""Avengers #8 (1998)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""null"", ""height"": [""5'2"", ""157 cm""], ""weight"": [""110 lb"", ""50 kg""], ""eye-color"": ""Brown"", ""hair-color"": ""Black""}","{""occupation"": ""University student, adventurer"", ""base"": ""Empire State University and Avengers Mansion, New York City, NY""}","{""group-affiliation"": ""The Secret Avengers, formerly reserve member of the Avengers"", ""relatives"": ""Jaime Santiago (father), Peliali (mother), Edwin Jarvis (\""uncle\"")""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1019.jpg""}"
599,600,Simon Baz,"{""intelligence"": ""56"", ""strength"": ""90"", ""speed"": ""42"", ""durability"": ""55"", ""power"": ""100"", ""combat"": ""60""}","{""full-name"": ""Simoon Baz"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Green Lantern"", ""White Lantern""], ""place-of-birth"": ""Dearborn, Michigan"", ""first-appearance"": ""The New 52: FCBD Special Edition #1 (June, 2012)"", ""publisher"": ""DC Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Human"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""Bown"", ""hair-color"": ""Black""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""Sira Baz (sister), Farid Amar (nephew), Nazir Amar (brother in-law)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/10649.jpg""}"
